,fema_declaration_string,disaster_number,state,declaration_type,fy_declared,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,Begin_Date,End_Date,Disaster_Period_Days,designated_area,id
122,DR-123-VA,123,VA,Major Disaster,1962,Flood,"Severe Storms, High Tides & Flooding",NO,YES,YES,YES,1962-03-09T05:00:00Z,1962-03-09T05:00:00Z,3/9/62,3/9/62,0,Statewide,5f453123d07c217eca1a164a
123,DR-126-DE,126,DE,Major Disaster,1962,Flood,"Severe Storms, High Tides & Flooding",NO,YES,YES,YES,1962-03-09T05:00:00Z,1962-03-09T05:00:00Z,3/9/62,3/9/62,0,Statewide,5f453123d07c217eca1a164d
124,DR-125-WV,125,WV,Major Disaster,1962,Flood,"Severe Storm, High Tides & Flooding",NO,YES,YES,YES,1962-03-09T05:00:00Z,1962-03-09T05:00:00Z,3/9/62,3/9/62,0,Statewide,5f453123d07c217eca1a164c
125,DR-127-MD,127,MD,Major Disaster,1962,Flood,"Severe Storms, High Tides & Flooding",NO,YES,YES,YES,1962-03-09T05:00:00Z,1962-03-09T05:00:00Z,3/9/62,3/9/62,0,Statewide,5f453123d07c217eca1a164e
126,DR-128-KY,128,KY,Major Disaster,1962,Flood,Floods,NO,YES,YES,YES,1962-03-12T05:00:00Z,1962-03-12T05:00:00Z,3/12/62,3/12/62,0,Statewide,5f453123d07c217eca1a164f
127,DR-130-NC,130,NC,Major Disaster,1962,Flood,"Severe Storm, High Tides & Flooding",NO,YES,YES,YES,1962-03-16T05:00:00Z,1962-03-16T05:00:00Z,3/16/62,3/16/62,0,Statewide,5f453123d07c217eca1a1651
128,DR-129-NY,129,NY,Major Disaster,1962,Flood,"Severe Storm, High Tides & Flooding",NO,YES,YES,YES,1962-03-16T05:00:00Z,1962-03-16T05:00:00Z,3/16/62,3/16/62,0,Statewide,5f453123d07c217eca1a1650
129,DR-131-NE,131,NE,Major Disaster,1962,Flood,Floods,NO,YES,YES,YES,1962-05-10T04:00:00Z,1962-05-10T04:00:00Z,5/10/62,5/10/62,0,Statewide,5f453123d07c217eca1a1652
130,DR-132-SD,132,SD,Major Disaster,1962,Flood,Floods & Tornadoes,NO,YES,YES,YES,1962-07-27T04:00:00Z,1962-07-27T04:00:00Z,7/27/62,7/27/62,0,Statewide,5f453123d07c217eca1a1655
131,DR-133-IA,133,IA,Major Disaster,1962,Flood,Floods,NO,YES,YES,YES,1962-09-05T04:00:00Z,1962-09-05T04:00:00Z,9/5/62,9/5/62,0,Statewide,5f453123d07c217eca1a1653
132,DR-134-NE,134,NE,Major Disaster,1962,Flood,Floods,NO,YES,YES,YES,1962-09-05T04:00:00Z,1962-09-05T04:00:00Z,9/5/62,9/5/62,0,Statewide,5f453123d07c217eca1a1657
133,DR-135-MS,135,MS,Major Disaster,1963,Toxic Substances,Chlorine Barge Accident,NO,YES,YES,YES,1962-10-10T04:00:00Z,1962-10-10T04:00:00Z,10/10/62,10/10/62,0,Statewide,5f453123d07c217eca1a1654
134,DR-136-OR,136,OR,Major Disaster,1963,Severe Storm(s),Severe Storms,NO,YES,YES,YES,1962-10-16T04:00:00Z,1962-10-16T04:00:00Z,10/16/62,10/16/62,0,Statewide,5f453123d07c217eca1a1659
135,DR-137-WA,137,WA,Major Disaster,1963,Severe Storm(s),Severe Storms,NO,YES,YES,YES,1962-10-20T04:00:00Z,1962-10-20T04:00:00Z,10/20/62,10/20/62,0,Statewide,5f453123d07c217eca1a165a
136,DR-138-CA,138,CA,Major Disaster,1963,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1962-10-24T04:00:00Z,1962-10-24T04:00:00Z,10/24/62,10/24/62,0,Statewide,5f453123d07c217eca1a1656
137,DR-139-LA,139,LA,Major Disaster,1963,Toxic Substances,Chlorine Barge Accident,NO,YES,YES,YES,1962-11-05T05:00:00Z,1962-11-05T05:00:00Z,11/5/62,11/5/62,0,Statewide,5f453123d07c217eca1a165d
138,DR-140-GU,140,GU,Major Disaster,1963,Typhoon,Typhoon Karen,NO,YES,YES,YES,1962-11-12T05:00:00Z,1962-11-12T05:00:00Z,11/12/62,11/12/62,0,Statewide,5f453123d07c217eca1a1658
139,DR-141-FL,141,FL,Major Disaster,1963,Flood,Abnormally High Tides,NO,YES,YES,YES,1962-12-17T05:00:00Z,1962-12-17T05:00:00Z,12/17/62,12/17/62,0,Statewide,5f453123d07c217eca1a165e
140,DR-142-NV,142,NV,Major Disaster,1963,Flood,Floods,NO,YES,YES,YES,1963-02-14T05:00:00Z,1963-02-14T05:00:00Z,2/14/63,2/14/63,0,Statewide,5f453123d07c217eca1a165f
141,DR-143-ID,143,ID,Major Disaster,1963,Flood,Floods,NO,YES,YES,YES,1963-02-14T05:00:00Z,1963-02-14T05:00:00Z,2/14/63,2/14/63,0,Statewide,5f453123d07c217eca1a1660
142,DR-144-OR,144,OR,Major Disaster,1963,Flood,Floods,NO,YES,YES,YES,1963-02-25T05:00:00Z,1963-02-25T05:00:00Z,2/25/63,2/25/63,0,Statewide,5f453123d07c217eca1a165b
143,DR-145-CA,145,CA,Major Disaster,1963,Flood,"Severe Storms, Heavy Rains & Flooding",NO,YES,YES,YES,1963-02-25T05:00:00Z,1963-02-25T05:00:00Z,2/25/63,2/25/63,0,Statewide,5f453123d07c217eca1a1661
144,DR-146-WA,146,WA,Major Disaster,1963,Flood,Floods,NO,YES,YES,YES,1963-03-02T05:00:00Z,1963-03-02T05:00:00Z,3/2/63,3/2/63,0,Statewide,5f453123d07c217eca1a1662
145,DR-147-WV,147,WV,Major Disaster,1963,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1963-03-13T05:00:00Z,1963-03-13T05:00:00Z,3/13/63,3/13/63,0,Statewide,5f453123d07c217eca1a165c
146,DR-148-KY,148,KY,Major Disaster,1963,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1963-03-13T05:00:00Z,1963-03-13T05:00:00Z,3/13/63,3/13/63,0,Statewide,5f453123d07c217eca1a1663
147,DR-149-VA,149,VA,Major Disaster,1963,Flood,Floods,NO,YES,YES,YES,1963-03-21T05:00:00Z,1963-03-21T05:00:00Z,3/21/63,3/21/63,0,Statewide,5f453123d07c217eca1a1664
148,DR-150-GA,150,GA,Major Disaster,1963,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1963-03-26T05:00:00Z,1963-03-26T05:00:00Z,3/26/63,3/26/63,0,Statewide,5f453123d07c217eca1a1665
149,DR-151-TN,151,TN,Major Disaster,1963,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1963-03-27T05:00:00Z,1963-03-27T05:00:00Z,3/27/63,3/27/63,0,Statewide,5f453123d07c217eca1a1666
150,DR-152-HI,152,HI,Major Disaster,1963,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1963-04-24T05:00:00Z,1963-04-24T05:00:00Z,4/24/63,4/24/63,0,Statewide,5f453123d07c217eca1a1669
151,DR-153-GU,153,GU,Major Disaster,1963,Typhoon,Typhoon Olive,NO,YES,YES,YES,1963-04-30T04:00:00Z,1963-04-30T04:00:00Z,4/30/63,4/30/63,0,Statewide,5f453123d07c217eca1a166a
152,DR-154-FM,154,FSM,Major Disaster,1963,Typhoon,Typhoon Olive,NO,YES,YES,NO,1963-04-30T04:00:00Z,1963-04-30T04:00:00Z,4/30/63,4/30/63,0,Statewide,5f453123d07c217eca1a1667
153,DR-155-WY,155,WY,Major Disaster,1963,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1963-07-04T04:00:00Z,1963-07-04T04:00:00Z,7/4/63,7/4/63,0,Statewide,5f453123d07c217eca1a1668
154,DR-156-NE,156,NE,Major Disaster,1963,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1963-07-17T04:00:00Z,1963-07-17T04:00:00Z,7/17/63,7/17/63,0,Statewide,5f453123d07c217eca1a166e
155,DR-157-AR,157,AR,Major Disaster,1963,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1963-08-02T04:00:00Z,1963-08-02T04:00:00Z,8/2/63,8/2/63,0,Statewide,5f453124d07c217eca1a1670
156,DR-158-NY,158,NY,Major Disaster,1963,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1963-08-23T04:00:00Z,1963-08-23T04:00:00Z,8/23/63,8/23/63,0,Statewide,5f453124d07c217eca1a1672
157,DR-159-TX,159,TX,Major Disaster,1963,Hurricane,Hurricane Cindy,NO,YES,YES,YES,1963-09-24T04:00:00Z,1963-09-24T04:00:00Z,9/24/63,9/24/63,0,Statewide,5f453124d07c217eca1a1673
158,DR-160-VT,160,VT,Major Disaster,1964,Drought,Drought & Impending Freeze,NO,YES,YES,YES,1963-11-27T05:00:00Z,1963-11-27T05:00:00Z,11/27/63,11/27/63,0,Statewide,5f453123d07c217eca1a166b
159,DR-161-CA,161,CA,Major Disaster,1964,Dam/Levee Break,Flood Due To Broken Dam,NO,YES,YES,YES,1963-12-21T05:00:00Z,1963-12-21T05:00:00Z,12/21/63,12/21/63,0,Statewide,5f453123d07c217eca1a166c
160,DR-164-VT,164,VT,Major Disaster,1964,Flood,Flooding,NO,YES,YES,YES,1964-03-17T05:00:00Z,1964-03-17T05:00:00Z,3/17/64,3/17/64,0,Statewide,5f453123d07c217eca1a166d
161,DR-162-IN,162,IN,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-03-17T05:00:00Z,1964-03-17T05:00:00Z,3/17/64,3/17/64,0,Statewide,5f453124d07c217eca1a1675
162,DR-163-KY,163,KY,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-03-17T05:00:00Z,1964-03-17T05:00:00Z,3/17/64,3/17/64,0,Statewide,5f453124d07c217eca1a1676
163,DR-165-WV,165,WV,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-03-20T05:00:00Z,1964-03-20T05:00:00Z,3/20/64,3/20/64,0,Statewide,5f453123d07c217eca1a166f
164,DR-166-AR,166,AR,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-03-20T05:00:00Z,1964-03-20T05:00:00Z,3/20/64,3/20/64,0,Statewide,5f453124d07c217eca1a1671
165,DR-167-OH,167,OH,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-03-24T05:00:00Z,1964-03-24T05:00:00Z,3/24/64,3/24/64,0,Statewide,5f453124d07c217eca1a1679
166,DR-168-AK,168,AK,Major Disaster,1964,Earthquake,Earthquake,NO,YES,YES,YES,1964-03-28T05:00:00Z,1964-03-28T05:00:00Z,3/28/64,3/28/64,0,Statewide,5f453124d07c217eca1a167b
167,DR-169-CA,169,CA,Major Disaster,1964,Other,Seismic Sea Wave,NO,YES,YES,YES,1964-04-01T05:00:00Z,1964-04-01T05:00:00Z,4/1/64,4/1/64,0,Statewide,5f453124d07c217eca1a1674
168,DR-170-PR,170,PR,Major Disaster,1964,Drought,Extreme Drought Conditions,NO,YES,YES,YES,1964-05-26T04:00:00Z,1964-05-26T04:00:00Z,5/26/64,5/26/64,0,Statewide,5f453124d07c217eca1a167d
169,DR-171-VI,171,VI,Major Disaster,1964,Drought,Extreme Drought Conditions,NO,YES,YES,YES,1964-06-08T04:00:00Z,1964-06-08T04:00:00Z,6/8/64,6/8/64,0,Statewide,5f453124d07c217eca1a1677
170,DR-172-MT,172,MT,Major Disaster,1964,Flood,Heavy Rains & Flooding,NO,YES,YES,YES,1964-06-09T04:00:00Z,1964-06-09T04:00:00Z,6/9/64,6/9/64,0,Statewide,5f453124d07c217eca1a1678
171,DR-173-MO,173,MO,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-07-08T04:00:00Z,1964-07-08T04:00:00Z,7/8/64,7/8/64,0,Statewide,5f453124d07c217eca1a167a
172,DR-174-NE,174,NE,Major Disaster,1964,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-07-20T04:00:00Z,1964-07-20T04:00:00Z,7/20/64,7/20/64,0,Statewide,5f453124d07c217eca1a167e
173,DR-175-FL,175,FL,Major Disaster,1964,Hurricane,Hurricane Cleo,NO,YES,YES,YES,1964-09-08T04:00:00Z,1964-09-08T04:00:00Z,9/8/64,9/8/64,0,Statewide,5f453124d07c217eca1a167c
174,DR-177-GA,177,GA,Major Disaster,1964,Hurricane,Hurricane Dora,NO,YES,YES,YES,1964-09-10T04:00:00Z,1964-09-10T04:00:00Z,9/10/64,9/10/64,0,Statewide,5f453124d07c217eca1a167f
175,DR-176-FL,176,FL,Major Disaster,1964,Hurricane,Hurricane Dora,NO,YES,YES,YES,1964-09-10T04:00:00Z,1964-09-10T04:00:00Z,9/10/64,9/10/64,0,Statewide,5f453124d07c217eca1a1682
176,DR-178-LA,178,LA,Major Disaster,1965,Hurricane,Hurricane Hilda,NO,YES,YES,YES,1964-10-03T04:00:00Z,1964-10-03T04:00:00Z,10/3/64,10/3/64,0,Statewide,5f453124d07c217eca1a1683
177,DR-179-NC,179,NC,Major Disaster,1965,Flood,Severe Storms & Flooding,NO,YES,YES,YES,1964-10-13T04:00:00Z,1964-10-13T04:00:00Z,10/13/64,10/13/64,0,Statewide,5f453124d07c217eca1a1684
178,DR-180-GA,180,GA,Major Disaster,1965,Flood,Flooding,NO,YES,YES,YES,1964-11-04T05:00:00Z,1964-11-04T05:00:00Z,11/4/64,11/4/64,0,Statewide,5f453124d07c217eca1a1680
179,DR-181-FM,181,FSM,Major Disaster,1965,Typhoon,Typhoon Louise,NO,YES,YES,NO,1964-12-10T05:00:00Z,1964-12-10T05:00:00Z,12/10/64,12/10/64,0,Statewide,5f453124d07c217eca1a1681
180,DR-182-MT,182,MT,Major Disaster,1965,Snow,Severe Winter Storm,NO,YES,YES,YES,1964-12-18T05:00:00Z,1964-12-18T05:00:00Z,12/18/64,12/18/64,0,Statewide,5f453124d07c217eca1a1685
181,DR-183-CA,183,CA,Major Disaster,1965,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1964-12-24T05:00:00Z,1964-12-24T05:00:00Z,12/24/64,12/24/64,0,Humboldt (County),5d1bceafd5b39c032f2602f7
183,DR-184-OR,184,OR,Major Disaster,1965,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1964-12-24T05:00:00Z,1964-12-24T05:00:00Z,12/24/64,12/24/64,0,Baker (County),5d1bceafd5b39c032f26030a
248,DR-185-WA,185,WA,Major Disaster,1965,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1964-12-29T05:00:00Z,1964-12-29T05:00:00Z,12/29/64,12/29/64,0,Clark (County),5d1bceafd5b39c032f2603a2
269,DR-186-ID,186,ID,Major Disaster,1965,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1964-12-31T05:00:00Z,1964-12-31T05:00:00Z,12/31/64,12/31/64,0,Lewis (County),5d1bceafd5b39c032f26039e
296,DR-187-NV,187,NV,Major Disaster,1965,Flood,"Severe Storms, Heavy Rains & Flooding",NO,YES,YES,NO,1965-01-18T05:00:00Z,1965-01-18T05:00:00Z,1/18/65,1/18/65,0,Washoe (County),5d1bceafd5b39c032f2603a8
300,DR-188-MN,188,MN,Major Disaster,1965,Flood,Flooding,NO,YES,YES,NO,1965-04-11T05:00:00Z,1965-04-11T05:00:00Z,4/11/65,4/11/65,0,Dodge (County),5d1bceafd5b39c032f26039b
365,DR-189-IN,189,IN,Major Disaster,1965,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1965-04-14T05:00:00Z,1965-04-14T05:00:00Z,4/14/65,4/14/65,0,St. Joseph (County),5d1bceafd5b39c032f260400
366,DR-190-MI,190,MI,Major Disaster,1965,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1965-04-14T05:00:00Z,1965-04-14T05:00:00Z,4/14/65,4/14/65,0,Kalamazoo (County),5d1bceafd5b39c032f26040d
389,DR-191-OH,191,OH,Major Disaster,1965,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1965-04-14T05:00:00Z,1965-04-14T05:00:00Z,4/14/65,4/14/65,0,Lucas (County),5d1bceafd5b39c032f260447
413,DR-192-WI,192,WI,Major Disaster,1965,Tornado,"Tornadoes, Severe Storms & Flooding",NO,YES,YES,NO,1965-04-21T05:00:00Z,1965-04-21T05:00:00Z,4/21/65,4/21/65,0,Langlade (County),5d1bceafd5b39c032f26044b
433,DR-193-IA,193,IA,Major Disaster,1965,Flood,Flooding,NO,YES,YES,NO,1965-04-22T05:00:00Z,1965-04-22T05:00:00Z,4/22/65,4/22/65,0,Buchanan (County),5d1bceafd5b39c032f260449
501,DR-194-IL,194,IL,Major Disaster,1965,Tornado,"Tornadoes, Severe Storms & Flooding",NO,YES,YES,NO,1965-04-25T05:00:00Z,1965-04-25T05:00:00Z,4/25/65,4/25/65,0,Henderson (County),5d1bceafd5b39c032f26047b
511,DR-195-ND,195,ND,Major Disaster,1965,Flood,Flooding,NO,YES,YES,NO,1965-05-10T04:00:00Z,1965-05-10T04:00:00Z,5/10/65,5/10/65,0,Grand Forks (County),5d1bceafd5b39c032f26049f
521,DR-196-WA,196,WA,Major Disaster,1965,Earthquake,Earthquake,NO,YES,YES,NO,1965-05-11T04:00:00Z,1965-05-11T04:00:00Z,5/11/65,5/11/65,0,Thurston (County),5d1bceafd5b39c032f2604c6
527,DR-197-SD,197,SD,Major Disaster,1965,Flood,Flooding,NO,YES,YES,NO,1965-05-26T04:00:00Z,1965-05-26T04:00:00Z,5/26/65,5/26/65,0,Meade (County),5d1bceafd5b39c032f26049d
531,DR-198-MO,198,MO,Major Disaster,1965,Severe Storm(s),Flooding,NO,YES,YES,NO,1965-06-14T04:00:00Z,1965-06-14T04:00:00Z,6/14/65,6/14/65,0,Lincoln (County),5d1bceafd5b39c032f2604de
537,DR-199-TX,199,TX,Major Disaster,1965,Tornado,Tornadoes & Flooding,NO,YES,YES,NO,1965-06-19T04:00:00Z,1965-06-19T04:00:00Z,6/19/65,6/19/65,0,Terrell (County),5d1bceafd5b39c032f2604a8
539,DR-200-CO,200,CO,Major Disaster,1965,Tornado,"Tornadoes, Severe Storms & Flooding",NO,YES,YES,NO,1965-06-19T04:00:00Z,1965-06-19T04:00:00Z,6/19/65,6/19/65,0,Sedgwick (County),5d1bceafd5b39c032f2604a4
571,DR-201-KS,201,KS,Major Disaster,1965,Flood,Flooding,NO,YES,YES,NO,1965-06-23T04:00:00Z,1965-06-23T04:00:00Z,6/23/65,6/23/65,0,Lyon (County),5d1bceafd5b39c032f2604aa
592,DR-202-NM,202,NM,Major Disaster,1965,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1965-07-01T04:00:00Z,1965-07-01T04:00:00Z,7/1/65,7/1/65,0,Colfax (County),5d1bceafd5b39c032f26050b
596,DR-203-MO,203,MO,Major Disaster,1965,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1965-07-27T04:00:00Z,1965-07-27T04:00:00Z,7/27/65,7/27/65,0,Clay (County),5d1bceafd5b39c032f2604c2
614,DR-204-NY,204,NY,Major Disaster,1965,Drought,Water Shortage,NO,YES,YES,NO,1965-08-18T04:00:00Z,1965-08-18T04:00:00Z,8/18/65,8/18/65,0,Dutchess (County),5d1bceafd5b39c032f2604bf
615,DR-205-NJ,205,NJ,Major Disaster,1965,Drought,Water Shortage,NO,YES,YES,NO,1965-08-18T04:00:00Z,1965-08-18T04:00:00Z,8/18/65,8/18/65,0,Bergen (County),5d1bceafd5b39c032f2604f3
622,DR-206-PA,206,PA,Major Disaster,1965,Drought,Water Shortage,NO,YES,YES,NO,1965-08-18T04:00:00Z,1965-08-18T04:00:00Z,8/18/65,8/18/65,0,Wayne (County),5d1bceafd5b39c032f260500
628,DR-207-DE,207,DE,Major Disaster,1965,Drought,Water Shortage,NO,YES,YES,NO,1965-08-18T04:00:00Z,1965-08-18T04:00:00Z,8/18/65,8/18/65,0,New Castle (County),5d1bceafd5b39c032f260506
665,DR-208-LA,208,LA,Major Disaster,1965,Hurricane,Hurricane Betsy,NO,YES,YES,NO,1965-09-10T04:00:00Z,1965-09-10T04:00:00Z,9/10/65,9/10/65,0,Avoyelles (Parish),5d1bceafd5b39c032f2604fb
700,DR-209-FL,209,FL,Major Disaster,1965,Hurricane,Hurricane Betsy,NO,YES,YES,NO,1965-09-14T04:00:00Z,1965-09-14T04:00:00Z,9/14/65,9/14/65,0,Broward (County),5d1bceafd5b39c032f26056d
710,DR-210-MS,210,MS,Major Disaster,1965,Hurricane,Hurricane Betsy,NO,YES,YES,NO,1965-09-25T04:00:00Z,1965-09-25T04:00:00Z,9/25/65,9/25/65,0,Jackson (County),5d1bceafd5b39c032f26056b
721,DR-211-CA,211,CA,Major Disaster,1966,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1965-12-07T05:00:00Z,1965-12-07T05:00:00Z,12/7/65,12/7/65,0,San Diego (County),5d1bceafd5b39c032f260575
725,DR-212-CA,212,CA,Major Disaster,1966,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1966-01-22T05:00:00Z,1966-01-22T05:00:00Z,1/22/66,1/22/66,0,Humboldt (County),5d1bceafd5b39c032f2605ae
726,DR-213-AS,213,AS,Major Disaster,1966,Typhoon,Typhoon & High Tides,NO,YES,YES,NO,1966-02-10T05:00:00Z,1966-02-10T05:00:00Z,2/10/66,2/10/66,0,Rose Island (Island) (County-equivalent),5d1bceafd5b39c032f26056a
731,DR-214-GA,214,GA,Major Disaster,1966,Flood,Flooding,NO,YES,YES,NO,1966-03-14T05:00:00Z,1966-03-14T05:00:00Z,3/14/66,3/14/66,0,Taylor (County),5d1bceafd5b39c032f26056f
754,DR-215-MN,215,MN,Major Disaster,1966,Flood,Flooding,NO,YES,YES,NO,1966-03-22T05:00:00Z,1966-03-22T05:00:00Z,3/22/66,3/22/66,0,Morrison (County),5d1bceafd5b39c032f260561
779,DR-216-ND,216,ND,Major Disaster,1966,Flood,Flooding,NO,YES,YES,NO,1966-03-23T05:00:00Z,1966-03-23T05:00:00Z,3/23/66,3/23/66,0,LaMoure (County),5d1bceafd5b39c032f2605c2
795,DR-217-AZ,217,AZ,Major Disaster,1966,Flood,Flooding,NO,YES,YES,NO,1966-04-30T04:00:00Z,1966-04-30T04:00:00Z,4/30/66,4/30/66,0,Pima (County),5d1bceafd5b39c032f2605cb
800,DR-218-TX,218,TX,Major Disaster,1966,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1966-05-12T04:00:00Z,1966-05-12T04:00:00Z,5/12/66,5/12/66,0,Gregg (County),5d1bceafd5b39c032f2605c5
826,DR-219-KS,219,KS,Major Disaster,1966,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1966-06-10T04:00:00Z,1966-06-10T04:00:00Z,6/10/66,6/10/66,0,Shawnee (County),5d1bceafd5b39c032f2605cf
828,DR-220-ND,220,ND,Major Disaster,1966,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1966-07-09T04:00:00Z,1966-07-09T04:00:00Z,7/9/66,7/9/66,0,Grant (County),5d1bceafd5b39c032f2605d2
836,DR-221-NE,221,NE,Major Disaster,1966,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1966-08-31T04:00:00Z,1966-08-31T04:00:00Z,8/31/66,8/31/66,0,Greeley (County),5d1bceafd5b39c032f2605c6
844,DR-222-TX,222,TX,Major Disaster,1966,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1966-09-27T04:00:00Z,1966-09-27T04:00:00Z,9/27/66,9/27/66,0,Hudspeth (County),5d1bceafd5b39c032f2605e8
845,DR-223-CA,223,CA,Major Disaster,1967,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1967-01-02T05:00:00Z,1967-01-02T05:00:00Z,1/2/67,1/2/67,0,Kern (County),5d1bceafd5b39c032f2605c7
853,DR-224-WV,224,WV,Major Disaster,1967,Flood,Flooding,NO,YES,YES,NO,1967-03-13T05:00:00Z,1967-03-13T05:00:00Z,3/13/67,3/13/67,0,Mineral (County),5d1bceb0d5b39c032f26060a
889,DR-226-KY,226,KY,Major Disaster,1967,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1967-03-27T05:00:00Z,1967-03-27T05:00:00Z,3/27/67,3/27/67,0,Martin (County),5d1bceb0d5b39c032f260608
907,DR-227-IL,227,IL,Major Disaster,1967,Tornado,Tornadoes,NO,YES,YES,NO,1967-04-25T05:00:00Z,1967-04-25T05:00:00Z,4/25/67,4/25/67,0,La Salle (County),5d1bceb0d5b39c032f260624
916,DR-228-NE,228,NE,Major Disaster,1967,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1967-07-18T04:00:00Z,1967-07-18T04:00:00Z,7/18/67,7/18/67,0,Brown (County),5d1bceb0d5b39c032f260611
924,DR-229-KS,229,KS,Major Disaster,1967,Tornado,"Tornadoes, Severe Storms & Flooding",NO,YES,YES,NO,1967-07-18T04:00:00Z,1967-07-18T04:00:00Z,7/18/67,7/18/67,0,Franklin (County),5d1bceb0d5b39c032f26064d
999,DR-230-AK,230,AK,Major Disaster,1967,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1967-08-17T04:00:00Z,1967-08-17T04:00:00Z,8/17/67,8/17/67,0,Tanana (ANV/ANVSA),5d1bceb0d5b39c032f260693
1000,DR-231-ID,231,ID,Major Disaster,1967,Fire,Forest Fires,NO,YES,YES,NO,1967-08-30T04:00:00Z,1967-08-30T04:00:00Z,8/30/67,8/30/67,0,Bonner (County),5d1bceb0d5b39c032f260665
1010,DR-232-TX,232,TX,Major Disaster,1967,Hurricane,Hurricane Beulah,NO,YES,YES,NO,1967-09-28T04:00:00Z,1967-09-28T04:00:00Z,9/28/67,9/28/67,0,Jim Hogg (County),5d1bceb0d5b39c032f26067b
1039,DR-233-NY,233,NY,Major Disaster,1968,Flood,Severe Storms & Flooding,NO,YES,YES,NO,1967-10-30T05:00:00Z,1967-10-30T05:00:00Z,10/30/67,10/30/67,0,Cattaraugus (County),5d1bceb0d5b39c032f26070f
1041,DR-234-NC,234,NC,Major Disaster,1968,Severe Ice Storm,Severe Ice Storm,NO,YES,YES,NO,1968-02-10T05:00:00Z,1968-02-10T05:00:00Z,2/10/68,2/10/68,0,Lee (County),5d1bceb0d5b39c032f260678
1062,DR-236-AR,236,AR,Major Disaster,1968,Tornado,Tornado & Severe Storm,NO,YES,YES,NO,1968-05-03T04:00:00Z,1968-05-03T04:00:00Z,5/3/68,5/3/68,0,Sebastian (County),5d1bceb0d5b39c032f2606c8
1064,DR-238-OH,238,OH,Major Disaster,1968,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1968-05-04T04:00:00Z,1968-05-04T04:00:00Z,5/4/68,5/4/68,0,Gallia (County),5d1bceb0d5b39c032f2606c0
1065,DR-237-KY,237,KY,Major Disaster,1968,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1968-05-04T04:00:00Z,1968-05-04T04:00:00Z,5/4/68,5/4/68,0,Pendleton (County),5d1bceb0d5b39c032f2606be
1074,DR-241-OK,241,OK,Major Disaster,1968,Flood,Heavy Rains & Flooding,NO,YES,YES,NO,1968-05-29T04:00:00Z,1968-05-29T04:00:00Z,5/29/68,5/29/68,0,Choctaw (County),5d1bceb0d5b39c032f2606c5
1076,DR-239-AR,239,AR,Major Disaster,1968,Tornado,"Tornadoes, Severe Storms & Flooding",NO,YES,YES,NO,1968-05-29T04:00:00Z,1968-05-29T04:00:00Z,5/29/68,5/29/68,0,Polk (County),5d1bceb0d5b39c032f2606c2
1086,DR-240-IA,240,IA,Major Disaster,1968,Tornado,Tornadoes & Severe Storms,NO,YES,YES,NO,1968-05-29T04:00:00Z,1968-05-29T04:00:00Z,5/29/68,5/29/68,0,Johnson (County),5d1bceb0d5b39c032f2606d7
